;grid;letters;locs;encoding_stim;incorr_locs;corr_letters;incorr_letters;rotated_inds;incorr_rot;abc_ordered;incorr_abc;task_ind;answer_type;probe_stim
394;"[array([['Х', 'Х', 'Т'],
       ['М', 'Х', 'П'],
       ['Х', 'К', 'Х']], dtype='<U1')]";['Т', 'М', 'П', 'К'];[2, 3, 5, 7];grid_2087.png;[0, 1, 6, 8];{'Т': 0, 'М': 1, 'П': 2, 'К': 3};{'Т': [1, 2, 3], 'М': [0, 2, 3], 'П': [0, 1, 3], 'К': [0, 1, 2]};[8, 1, 7, 3];[0, 2, 5, 6];{'К': 0, 'М': 1, 'П': 2, 'Т': 3};{'К': [1, 2], 'М': [2, 3], 'П': [1, 3], 'Т': [1, 2]};2;0.0;'П - - -
1780;"[array([['Ж', 'Л', 'Х'],
       ['Х', 'Х', 'Х'],
       ['Ф', 'Г', 'Х']], dtype='<U1')]";['Ж', 'Л', 'Ф', 'Г'];[0, 1, 6, 7];grid_9603.png;[2, 3, 5, 8];{'Ж': 0, 'Л': 1, 'Ф': 2, 'Г': 3};{'Ж': [1, 2, 3], 'Л': [0, 2, 3], 'Ф': [0, 1, 3], 'Г': [0, 1, 2]};[2, 5, 0, 3];[1, 6, 7, 8];{'Г': 0, 'Ж': 1, 'Л': 2, 'Ф': 3};{'Г': [1], 'Ж': [0, 2], 'Л': [0, 1], 'Ф': [2]};4;1.0;'- - Л -
2646;"[array([['Х', 'Х', 'К'],
       ['Х', 'Х', 'Х'],
       ['Д', 'Ш', 'П']], dtype='<U1')]";['К', 'Д', 'Ш', 'П'];[2, 6, 7, 8];grid_11055.png;[0, 1, 3, 5];{'К': 0, 'Д': 1, 'Ш': 2, 'П': 3};{'К': [1, 2, 3], 'Д': [0, 2, 3], 'Ш': [0, 1, 3], 'П': [0, 1, 2]};[8, 0, 3, 6];[1, 2, 5, 7];{'Д': 0, 'К': 1, 'П': 2, 'Ш': 3};{'Д': [1], 'К': [0, 2], 'П': [1, 3], 'Ш': [2]};4;0.0;'- - Ш -
252;"[array([['Х', 'Л', 'Х'],
       ['Ж', 'Х', 'Х'],
       ['Х', 'Ф', 'Т']], dtype='<U1')]";['Л', 'Ж', 'Ф', 'Т'];[1, 3, 7, 8];grid_1871.png;[0, 2, 5, 6];{'Л': 0, 'Ж': 1, 'Ф': 2, 'Т': 3};{'Л': [1, 2, 3], 'Ж': [0, 2, 3], 'Ф': [0, 1, 3], 'Т': [0, 1, 2]};[5, 1, 3, 6];[0, 2, 7, 8];{'Ж': 0, 'Л': 1, 'Т': 2, 'Ф': 3};{'Ж': [1, 2], 'Л': [0, 2], 'Т': [1, 3], 'Ф': [2]};0;;
3728;"[array([['Х', 'Х', 'М'],
       ['Ш', 'Х', 'Х'],
       ['П', 'Г', 'Х']], dtype='<U1')]";['М', 'Ш', 'П', 'Г'];[2, 3, 6, 7];grid_13079.png;[0, 1, 5, 8];{'М': 0, 'Ш': 1, 'П': 2, 'Г': 3};{'М': [1, 2, 3], 'Ш': [0, 2, 3], 'П': [0, 1, 3], 'Г': [0, 1, 2]};[8, 1, 0, 3];[2, 5, 6, 7];{'Г': 0, 'М': 1, 'П': 2, 'Ш': 3};{'Г': [1], 'М': [2, 3], 'П': [1, 3], 'Ш': [2]};2;1.0;'- Ш - -
824;"[array([['Т', 'Ф', 'Х'],
       ['Ж', 'Х', 'Х'],
       ['Х', 'Х', 'К']], dtype='<U1')]";['Т', 'Ф', 'Ж', 'К'];[0, 1, 3, 8];grid_3299.png;[2, 5, 6, 7];{'Т': 0, 'Ф': 1, 'Ж': 2, 'К': 3};{'Т': [1, 2, 3], 'Ф': [0, 2, 3], 'Ж': [0, 1, 3], 'К': [0, 1, 2]};[2, 5, 1, 6];[0, 3, 7, 8];{'Ж': 0, 'К': 1, 'Т': 2, 'Ф': 3};{'Ж': [1, 2], 'К': [0, 2], 'Т': [1, 3], 'Ф': [2]};1;1.0;8
3335;"[array([['Ш', 'Г', 'М'],
       ['Х', 'Х', 'Х'],
       ['Х', 'Д', 'Х']], dtype='<U1')]";['Ш', 'Г', 'М', 'Д'];[0, 1, 2, 7];grid_12604.png;[3, 5, 6, 8];{'Ш': 0, 'Г': 1, 'М': 2, 'Д': 3};{'Ш': [1, 2, 3], 'Г': [0, 2, 3], 'М': [0, 1, 3], 'Д': [0, 1, 2]};[2, 5, 8, 3];[0, 1, 6, 7];{'Г': 0, 'Д': 1, 'М': 2, 'Ш': 3};{'Г': [1], 'Д': [0], 'М': [1, 3], 'Ш': [2]};1;0.0;6
2917;"[array([['Х', 'Х', 'П'],
       ['Х', 'Х', 'К'],
       ['Х', 'Ф', 'Ж']], dtype='<U1')]";['П', 'К', 'Ф', 'Ж'];[2, 5, 7, 8];grid_11894.png;[0, 1, 3, 6];{'П': 0, 'К': 1, 'Ф': 2, 'Ж': 3};{'П': [1, 2, 3], 'К': [0, 2, 3], 'Ф': [0, 1, 3], 'Ж': [0, 1, 2]};[8, 7, 3, 6];[0, 1, 2, 5];{'Ж': 0, 'К': 1, 'П': 2, 'Ф': 3};{'Ж': [1, 2], 'К': [0, 2], 'П': [1, 3], 'Ф': [2]};3;1.0;8
3378;"[array([['Х', 'М', 'Х'],
       ['Г', 'Х', 'Х'],
       ['Д', 'Ш', 'Х']], dtype='<U1')]";['М', 'Г', 'Д', 'Ш'];[1, 3, 6, 7];grid_12649.png;[0, 2, 5, 8];{'М': 0, 'Г': 1, 'Д': 2, 'Ш': 3};{'М': [1, 2, 3], 'Г': [0, 2, 3], 'Д': [0, 1, 3], 'Ш': [0, 1, 2]};[5, 1, 0, 3];[2, 6, 7, 8];{'Г': 0, 'Д': 1, 'М': 2, 'Ш': 3};{'Г': [1], 'Д': [0], 'М': [1, 3], 'Ш': [2]};3;1.0;0
191;"[array([['Х', 'Х', 'Л'],
       ['Т', 'Х', 'П'],
       ['Х', 'Х', 'Ф']], dtype='<U1')]";['Л', 'Т', 'П', 'Ф'];[2, 3, 5, 8];grid_1528.png;[0, 1, 6, 7];{'Л': 0, 'Т': 1, 'П': 2, 'Ф': 3};{'Л': [1, 2, 3], 'Т': [0, 2, 3], 'П': [0, 1, 3], 'Ф': [0, 1, 2]};[8, 1, 7, 6];[0, 2, 3, 5];{'Л': 0, 'П': 1, 'Т': 2, 'Ф': 3};{'Л': [1, 2], 'П': [2, 3], 'Т': [1, 3], 'Ф': [2]};0;;
