;grid;letters;locs;encoding_stim;incorr_locs;corr_letters;incorr_letters;rotated_inds;incorr_rot;abc_ordered;incorr_abc;task_ind;answer_type;probe_stim
2176;"[array([['К', 'П', 'Ж'],
       ['М', 'Х', 'Х'],
       ['Х', 'Х', 'Х']], dtype='<U1')]";['К', 'П', 'Ж', 'М'];[0, 1, 2, 3];grid_10221.png;[5, 6, 7, 8];{'К': 0, 'П': 1, 'Ж': 2, 'М': 3};{'К': [1, 2, 3], 'П': [0, 2, 3], 'Ж': [0, 1, 3], 'М': [0, 1, 2]};[2, 5, 8, 1];[0, 3, 6, 7];{'Ж': 0, 'К': 1, 'М': 2, 'П': 3};{'Ж': [1, 2], 'К': [0, 2], 'М': [1, 3], 'П': [1, 2]};1;1.0;1
4508;"[array([['Г', 'Х', 'Ф'],
       ['Х', 'Х', 'Ш'],
       ['Х', 'Д', 'Х']], dtype='<U1')]";['Г', 'Ф', 'Ш', 'Д'];[0, 2, 5, 7];grid_14231.png;[1, 3, 6, 8];{'Г': 0, 'Ф': 1, 'Ш': 2, 'Д': 3};{'Г': [1, 2, 3], 'Ф': [0, 2, 3], 'Ш': [0, 1, 3], 'Д': [0, 1, 2]};[2, 8, 7, 3];[0, 1, 5, 6];{'Г': 0, 'Д': 1, 'Ф': 2, 'Ш': 3};{'Г': [1], 'Д': [0], 'Ф': [3], 'Ш': [2]};0;;
663;"[array([['Х', 'П', 'Х'],
       ['Х', 'Х', 'К'],
       ['Х', 'Ж', 'Т']], dtype='<U1')]";['П', 'К', 'Ж', 'Т'];[1, 5, 7, 8];grid_2854.png;[0, 2, 3, 6];{'П': 0, 'К': 1, 'Ж': 2, 'Т': 3};{'П': [1, 2, 3], 'К': [0, 2, 3], 'Ж': [0, 1, 3], 'Т': [0, 1, 2]};[5, 7, 3, 6];[0, 1, 2, 8];{'Ж': 0, 'К': 1, 'П': 2, 'Т': 3};{'Ж': [1, 2], 'К': [0, 2], 'П': [1, 3], 'Т': [1, 2]};2;0.0;'- - Т -
3542;"[array([['М', 'Ш', 'Х'],
       ['Ф', 'Х', 'Х'],
       ['Д', 'Х', 'Х']], dtype='<U1')]";['М', 'Ш', 'Ф', 'Д'];[0, 1, 3, 6];grid_12887.png;[2, 5, 7, 8];{'М': 0, 'Ш': 1, 'Ф': 2, 'Д': 3};{'М': [1, 2, 3], 'Ш': [0, 2, 3], 'Ф': [0, 1, 3], 'Д': [0, 1, 2]};[2, 5, 1, 0];[3, 6, 7, 8];{'Д': 0, 'М': 1, 'Ф': 2, 'Ш': 3};{'Д': [1], 'М': [2, 3], 'Ф': [3], 'Ш': [2]};1;0.0;5
1429;"[array([['Г', 'Ж', 'Л'],
       ['Х', 'Х', 'П'],
       ['Х', 'Х', 'Х']], dtype='<U1')]";['Г', 'Ж', 'Л', 'П'];[0, 1, 2, 5];grid_9102.png;[3, 6, 7, 8];{'Г': 0, 'Ж': 1, 'Л': 2, 'П': 3};{'Г': [1, 2, 3], 'Ж': [0, 2, 3], 'Л': [0, 1, 3], 'П': [0, 1, 2]};[2, 5, 8, 7];[0, 1, 3, 6];{'Г': 0, 'Ж': 1, 'Л': 2, 'П': 3};{'Г': [1], 'Ж': [0, 2], 'Л': [0, 1], 'П': [1, 2]};0;;
937;"[array([['Х', 'Х', 'К'],
       ['Ш', 'Х', 'Ф'],
       ['Т', 'Х', 'Х']], dtype='<U1')]";['К', 'Ш', 'Ф', 'Т'];[2, 3, 5, 6];grid_3416.png;[0, 1, 7, 8];{'К': 0, 'Ш': 1, 'Ф': 2, 'Т': 3};{'К': [1, 2, 3], 'Ш': [0, 2, 3], 'Ф': [0, 1, 3], 'Т': [0, 1, 2]};[8, 1, 7, 0];[2, 3, 5, 6];{'К': 0, 'Т': 1, 'Ф': 2, 'Ш': 3};{'К': [1, 2], 'Т': [2, 3], 'Ф': [3], 'Ш': [2]};3;0.0;6
1470;"[array([['Х', 'Ж', 'Л'],
       ['Х', 'Х', 'Х'],
       ['Г', 'Х', 'П']], dtype='<U1')]";['Ж', 'Л', 'Г', 'П'];[1, 2, 6, 8];grid_9144.png;[0, 3, 5, 7];{'Ж': 0, 'Л': 1, 'Г': 2, 'П': 3};{'Ж': [1, 2, 3], 'Л': [0, 2, 3], 'Г': [0, 1, 3], 'П': [0, 1, 2]};[5, 8, 0, 6];[1, 2, 3, 7];{'Г': 0, 'Ж': 1, 'Л': 2, 'П': 3};{'Г': [1], 'Ж': [0, 2], 'Л': [0, 1], 'П': [1, 2]};2;1.0;'Ж - - -
1247;"[array([['Т', 'Х', 'Ш'],
       ['Х', 'Х', 'Х'],
       ['Х', 'Ф', 'М']], dtype='<U1')]";['Т', 'Ш', 'Ф', 'М'];[0, 2, 7, 8];grid_4435.png;[1, 3, 5, 6];{'Т': 0, 'Ш': 1, 'Ф': 2, 'М': 3};{'Т': [1, 2, 3], 'Ш': [0, 2, 3], 'Ф': [0, 1, 3], 'М': [0, 1, 2]};[2, 8, 3, 6];[0, 1, 5, 7];{'М': 0, 'Т': 1, 'Ф': 2, 'Ш': 3};{'М': [1, 2, 3], 'Т': [2, 3], 'Ф': [3], 'Ш': [2]};4;1.0;'- - Ф -
1469;"[array([['Х', 'Г', 'П'],
       ['Х', 'Х', 'Х'],
       ['Л', 'Ж', 'Х']], dtype='<U1')]";['Г', 'П', 'Л', 'Ж'];[1, 2, 6, 7];grid_9143.png;[0, 3, 5, 8];{'Г': 0, 'П': 1, 'Л': 2, 'Ж': 3};{'Г': [1, 2, 3], 'П': [0, 2, 3], 'Л': [0, 1, 3], 'Ж': [0, 1, 2]};[5, 8, 0, 3];[1, 2, 6, 7];{'Г': 0, 'Ж': 1, 'Л': 2, 'П': 3};{'Г': [1], 'Ж': [0, 2], 'Л': [0, 1], 'П': [1, 2]};2;0.0;'- Ж - -
578;"[array([['Х', 'Т', 'Ф'],
       ['М', 'Х', 'К'],
       ['Х', 'Х', 'Х']], dtype='<U1')]";['Т', 'Ф', 'М', 'К'];[1, 2, 3, 5];grid_2346.png;[0, 6, 7, 8];{'Т': 0, 'Ф': 1, 'М': 2, 'К': 3};{'Т': [1, 2, 3], 'Ф': [0, 2, 3], 'М': [0, 1, 3], 'К': [0, 1, 2]};[5, 8, 1, 7];[0, 2, 3, 6];{'К': 0, 'М': 1, 'Т': 2, 'Ф': 3};{'К': [1, 2], 'М': [2, 3], 'Т': [1, 3], 'Ф': [2]};0;;
